gene_id,gene_name,cat_no,uniprot,compound_name,target_class,primary_target,primary_action
ENSG00000169047,IRS1,2849,P35568,SecinH3,Enzymes,Arf,Inhibitor
ENSG00000173744,AGFG1,NA,NA,NA,NA,NA,NA
ENSG00000115009,CCL20,NA,NA,NA,NA,NA,NA
ENSG00000123977,DAW1,NA,NA,NA,NA,NA,NA
ENSG00000153827,TRIP12,NA,NA,NA,NA,NA,NA
ENSG00000163053,SLC16A14,NA,NA,NA,NA,NA,NA
ENSG00000135898,GPR55,4959,Q9Y2T6,CID 16020046,7-TM Receptors,GPR55,Antagonist
ENSG00000135898,GPR55,6668,Q9Y2T6,ML 184,7-TM Receptors,GPR55,Agonist
ENSG00000135914,HTR2B,1372,P41595,SB 204741,7-TM Receptors,5-HT2B Receptors,Antagonist
ENSG00000135914,HTR2B,1661,P41595,SB 206553 hydrochloride,7-TM Receptors,5-HT2C Receptors,Antagonist
ENSG00000135914,HTR2B,1955,P41595,Ritanserin,7-TM Receptors,Non-selective 5-HT2,Antagonist
ENSG00000135914,HTR2B,2664,P41595,Cabergoline,7-TM Receptors,Non-selective Dopamine,Agonist
ENSG00000135914,HTR2B,2993,P41595,RS 127445 hydrochloride,7-TM Receptors,5-HT2B Receptors,Antagonist
ENSG00000135914,HTR2B,3077,P41595,LY 272015 hydrochloride,7-TM Receptors,5-HT2B Receptors,Antagonist
ENSG00000135914,HTR2B,4081,P41595,LY 266097 hydrochloride,7-TM Receptors,5-HT2B Receptors,Antagonist
ENSG00000171596,NMUR1,NA,NA,NA,NA,NA,NA
ENSG00000163283,ALPP,1479,P05187,Mifepristone,Nuclear Receptors,Progesterone Receptor,Antagonist
ENSG00000163286,ALPG,NA,NA,NA,NA,NA,NA
ENSG00000163295,ALPI,1479,P09923,Mifepristone,Nuclear Receptors,Progesterone Receptor,Antagonist
ENSG00000171551,ECEL1,NA,NA,NA,NA,NA,NA
ENSG00000135902,CHRND,NA,NA,NA,NA,NA,NA
ENSG00000196811,CHRNG,NA,NA,NA,NA,NA,NA
ENSG00000115474,KCNJ13,6889,O60928,ML 418,Ion Channels,Inward rectifier Potassium Channels,Blocker
ENSG00000168918,INPP5D,NA,NA,NA,NA,NA,NA
ENSG00000077044,DGKD,NA,NA,NA,NA,NA,NA
ENSG00000085982,USP40,NA,NA,NA,NA,NA,NA
ENSG00000144481,TRPM8,4632,Q7Z2W7,TC-I 2000,Ion Channels,TRPM,Blocker
ENSG00000144481,TRPM8,5324,Q7Z2W7,M8 B hydrochloride,Ion Channels,TRPM,Blocker
ENSG00000144481,TRPM8,5388,Q7Z2W7,RQ 00203078,Ion Channels,TRPM,Antagonist
ENSG00000144481,TRPM8,5410,Q7Z2W7,TC-I 2014,Ion Channels,TRPM,Antagonist
ENSG00000144481,TRPM8,6874,Q7Z2W7,AMG 333,Ion Channels,TRPM,Antagonist
ENSG00000188042,ARL4C,NA,NA,NA,NA,NA,NA
ENSG00000157985,AGAP1,NA,NA,NA,NA,NA,NA
ENSG00000144476,ACKR3,4780,P25106,VUF 11207 fumarate,7-TM Receptors,Chemokine CXC Receptors,Agonist
ENSG00000124839,RAB17,NA,NA,NA,NA,NA,NA
ENSG00000168427,KLHL30,NA,NA,NA,NA,NA,NA
ENSG00000132323,ILKAP,NA,NA,NA,NA,NA,NA
ENSG00000068024,HDAC4,4652,P56524,SAHA,Enzymes,Non-selective HDACs,Inhibitor
ENSG00000130414,NDUFA10,NA,NA,NA,NA,NA,NA
ENSG00000142327,RNPEPL1,NA,NA,NA,NA,NA,NA
ENSG00000178623,GPR35,0947,Q9HC97,Zaprinast,7-TM Receptors,GPR35,Agonist
ENSG00000178623,GPR35,3108,Q9HC97,Bumetanide,Transporters,Na+/K+/Cl- Symporter,Inhibitor
ENSG00000178623,GPR35,4293,Q9HC97,CID 2745687,7-TM Receptors,GPR35,Antagonist
ENSG00000178623,GPR35,4457,Q9HC97,YE 120,7-TM Receptors,GPR35,Agonist
ENSG00000130294,KIF1A,NA,NA,NA,NA,NA,NA
ENSG00000115685,PPP1R7,NA,NA,NA,NA,NA,NA
ENSG00000146205,ANO7,NA,NA,NA,NA,NA,NA
ENSG00000115694,STK25,NA,NA,NA,NA,NA,NA
ENSG00000176720,BOK,NA,NA,NA,NA,NA,NA
ENSG00000168393,DTYMK,3842,P23919,5-Azacytidine,Enzymes,DNA Methyltransferases,Inhibitor
ENSG00000101266,CSNK2A1,2275,P68400,TBB,Enzymes,Casein Kinase 2,Inhibitor
ENSG00000125834,STK35,NA,NA,NA,NA,NA,NA
ENSG00000286022,AL121899.2,NA,NA,NA,NA,NA,NA
ENSG00000125780,TGM3,NA,NA,NA,NA,NA,NA
ENSG00000166948,TGM6,NA,NA,NA,NA,NA,NA
ENSG00000149451,ADAM33,NA,NA,NA,NA,NA,NA
ENSG00000101224,CDC25B,1867,P30305,NSC 663284,Enzymes,Cdc25 Phosphatase,Inhibitor
ENSG00000088826,SMOX,NA,NA,NA,NA,NA,NA
ENSG00000171873,ADRA1D,2089,P25100,RS 102895 hydrochloride,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000171873,ADRA1D,2838,P25100,(R)-(-)-Phenylephrine hydrochloride,7-TM Receptors,Adrenergic Alpha-1 Receptors,Agonist
ENSG00000171873,ADRA1D,2964,P25100,Doxazosin mesylate,7-TM Receptors,Adrenergic Alpha-1 Receptors,Antagonist
ENSG00000101292,PROKR2,NA,NA,NA,NA,NA,NA
ENSG00000125845,BMP2,NA,NA,NA,NA,NA,NA
ENSG00000125827,TMX4,NA,NA,NA,NA,NA,NA
ENSG00000101349,PAK5,NA,NA,NA,NA,NA,NA
ENSG00000125848,FLRT3,NA,NA,NA,NA,NA,NA
ENSG00000089177,KIF16B,NA,NA,NA,NA,NA,NA
ENSG00000125851,PCSK2,NA,NA,NA,NA,NA,NA
ENSG00000132671,SSTR4,2440,P31391,NNC 26-9100,7-TM Receptors,Somatostatin Receptors,Agonist
ENSG00000132671,SSTR4,6201,P31391,J 2156,7-TM Receptors,Somatostatin Receptors,Agonist
ENSG00000100994,PYGB,NA,NA,NA,NA,NA,NA
ENSG00000088320,REM1,NA,NA,NA,NA,NA,NA
ENSG00000171552,BCL2L1,6539,Q07817,Obatoclax mesylate,Cell biology,Bcl-2 Family,Inhibitor
ENSG00000101306,MYLK2,NA,NA,NA,NA,NA,NA
ENSG00000101336,HCK,1407,P08631,PP 2,Enzymes,Src Kinases,Inhibitor
ENSG00000101350,KIF3B,NA,NA,NA,NA,NA,NA
ENSG00000088305,DNMT3B,NA,NA,NA,NA,NA,NA
ENSG00000182584,ACTL10,NA,NA,NA,NA,NA,NA
ENSG00000078747,ITCH,NA,NA,NA,NA,NA,NA
ENSG00000125966,MMP24,NA,NA,NA,NA,NA,NA
ENSG00000125965,GDF5,NA,NA,NA,NA,NA,NA
ENSG00000197122,SRC,1407,P12931,PP 2,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,2794,P12931,PP 3,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,3063,P12931,1-Naphthyl PP1,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,3642,P12931,Src I1,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,3785,P12931,PD 166285 dihydrochloride,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,3914,P12931,A 419259 trihydrochloride,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,3963,P12931,AZM 475271,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,4361,P12931,Bosutinib,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,4660,P12931,KB SRC 4,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,5413,P12931,WH-4-023,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,5584,P12931,Aripiprazole,7-TM Receptors,D2 Receptors,Agonist
ENSG00000197122,SRC,5592,P12931,LCB 03-0110 dihydrochloride,Enzymes,Src Kinases,Inhibitor
ENSG00000197122,SRC,6364,P12931,Squarunkin A hydrochloride,Enzymes,Src Kinases,Other
ENSG00000197122,SRC,6793,P12931,Dasatinib,Enzymes,Src Kinases,Inhibitor
ENSG00000198959,TGM2,4602,P21980,LDN 27219,Enzymes,Other Transferases,Inhibitor
ENSG00000101442,ACTR5,NA,NA,NA,NA,NA,NA
ENSG00000101452,DHX35,NA,NA,NA,NA,NA,NA
ENSG00000198900,TOP1,2684,P11387,SN 38,Enzymes,DNA Topoisomerase,Inhibitor
ENSG00000198900,TOP1,2688,P11387,CPT 11,Enzymes,DNA Topoisomerase,Inhibitor
ENSG00000124177,CHD6,NA,NA,NA,NA,NA,NA
ENSG00000101076,HNF4A,4641,P41235,BI 6015,Cell biology,Other Transcription Factors,Antagonist
ENSG00000196839,ADA,0691,P00813,Dipyridamole,Transporters,Nucleoside Transporters,Inhibitor
ENSG00000124249,KCNK15,NA,NA,NA,NA,NA,NA
ENSG00000101109,STK4,6482,Q13043,XMU MP 1,Enzymes,Other Kinases,Inhibitor
ENSG00000124134,KCNS1,NA,NA,NA,NA,NA,NA
ENSG00000100985,MMP9,4775,P14780,SD 2590 hydrochloride,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000100985,MMP9,6439,P14780,JNJ 0966,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000158296,SLC13A3,NA,NA,NA,NA,NA,NA
ENSG00000197496,SLC2A10,NA,NA,NA,NA,NA,NA
ENSG00000124198,ARFGEF2,NA,NA,NA,NA,NA,NA
ENSG00000158445,KCNB1,NA,NA,NA,NA,NA,NA
ENSG00000197818,SLC9A8,NA,NA,NA,NA,NA,NA
ENSG00000124217,MOCS3,NA,NA,NA,NA,NA,NA
ENSG00000026559,KCNG1,NA,NA,NA,NA,NA,NA
ENSG00000019186,CYP24A1,NA,NA,NA,NA,NA,NA
ENSG00000124089,MC3R,NA,NA,NA,NA,NA,NA
ENSG00000087586,AURKA,NA,NA,NA,NA,NA,NA
ENSG00000101144,BMP7,NA,NA,NA,NA,NA,NA
ENSG00000124209,RAB22A,NA,NA,NA,NA,NA,NA
ENSG00000101160,CTSZ,NA,NA,NA,NA,NA,NA
ENSG00000101162,TUBB1,4056,Q9H4B7,Docetaxel,Cell biology,Microtubules,Other
ENSG00000101180,HRH3,3545,Q9Y5N1,Histamine dihydrochloride,7-TM Receptors,Histamine H1 Receptors,Agonist
ENSG00000101180,HRH3,3743,Q9Y5N1,BF 2649 hydrochloride,7-TM Receptors,Histamine H3 Receptors,Inverse Agonist
ENSG00000101188,NTSR1,2309,P30989,SR 142948,7-TM Receptors,Neurotensin Receptors,Antagonist
ENSG00000101188,NTSR1,3721,P30989,SR 48692,7-TM Receptors,Neurotensin Receptors,Antagonist
ENSG00000101188,NTSR1,5087,P30989,TC NTR1 17,7-TM Receptors,Neurotensin Receptors,Partial Agonist
ENSG00000125533,BHLHE23,NA,NA,NA,NA,NA,NA
ENSG00000101197,BIRC7,NA,NA,NA,NA,NA,NA
ENSG00000101199,ARFGAP1,3324,Q8N6T3,QS 11,Enzymes,Arf,QS 11
ENSG00000101204,CHRNA4,2349,P43681,Dihydro-beta-erythroidine hydrobromide,Ion Channels,Nicotinic Receptors (Other Subtypes),Antagonist
ENSG00000101204,CHRNA4,3754,P43681,Varenicline tartrate,Ion Channels,Nicotinic (a4b2) Receptors,Agonist
ENSG00000101204,CHRNA4,5112,P43681,NS 9283,Ion Channels,Nicotinic (a4b2) Receptors,Modulator
ENSG00000101204,CHRNA4,6576,P43681,ABT 594 hydrochloride,Ion Channels,Nicotinic (a4b2) Receptors,Agonist
ENSG00000075043,KCNQ2,1999,O43526,Linopirdine dihydrochloride,Ion Channels,Voltage-Gated Potassium Channels,Blocker
ENSG00000075043,KCNQ2,2867,O43526,Flupirtine maleate,Ion Channels,Voltage-Gated Potassium Channels,Activator
ENSG00000075043,KCNQ2,5083,O43526,QO 58,Ion Channels,Voltage-Gated Potassium Channels,Activator
ENSG00000101213,PTK6,NA,NA,NA,NA,NA,NA
ENSG00000125508,SRMS,NA,NA,NA,NA,NA,NA
ENSG00000101246,ARFRP1,NA,NA,NA,NA,NA,NA
ENSG00000171700,RGS19,NA,NA,NA,NA,NA,NA
ENSG00000125510,OPRL1,1780,P41146,NNC 63-0532,7-TM Receptors,NOP Receptors,Agonist
ENSG00000125510,OPRL1,2481,P41146,JTC 801,7-TM Receptors,NOP Receptors,Antagonist
ENSG00000125510,OPRL1,2598,P41146,(+/-)-J 113397,7-TM Receptors,NOP Receptors,Antagonist
ENSG00000125510,OPRL1,3240,P41146,SCH 221510,7-TM Receptors,NOP Receptors,Agonist
ENSG00000125510,OPRL1,3573,P41146,SB 612111 hydrochloride,7-TM Receptors,NOP Receptors,Antagonist
ENSG00000125522,NPBWR2,NA,NA,NA,NA,NA,NA
ENSG00000279493,FP565260.4,NA,NA,NA,NA,NA,NA
ENSG00000275993,SIK1B,NA,NA,NA,NA,NA,NA
ENSG00000155304,HSPA13,NA,NA,NA,NA,NA,NA
ENSG00000155313,USP25,NA,NA,NA,NA,NA,NA
ENSG00000154654,NCAM2,NA,NA,NA,NA,NA,NA
ENSG00000154727,GABPA,NA,NA,NA,NA,NA,NA
ENSG00000142192,APP,1098,P05067,Tranilast,Other Pharmacology,Miscellaneous Compounds,Other
ENSG00000142192,APP,2408,P05067,Ro 90-7501,Cell biology,Amyloid Beta Peptides,Inhibitor
ENSG00000142192,APP,5053,P05067,AC 186,Nuclear Receptors,Estrogen and Related Receptors,Agonist
ENSG00000142192,APP,5081,P05067,J 147,Cell biology,Amyloid Beta Peptides,Other
ENSG00000156256,USP16,NA,NA,NA,NA,NA,NA
ENSG00000156273,BACH1,NA,NA,NA,NA,NA,NA
ENSG00000171189,GRIK1,2079,P39086,UBP 302,Ion Channels,Kainate Receptors,Antagonist
ENSG00000142149,HUNK,NA,NA,NA,NA,NA,NA
ENSG00000166979,EVA1C,NA,NA,NA,NA,NA,NA
ENSG00000159082,SYNJ1,NA,NA,NA,NA,NA,NA
ENSG00000205927,OLIG2,NA,NA,NA,NA,NA,NA
ENSG00000184221,OLIG1,NA,NA,NA,NA,NA,NA
ENSG00000159216,RUNX1,4694,Q01196,Ro 5-3335,Cell biology,Other Transcription Factors,Inhibitor
ENSG00000159228,CBR1,NA,NA,NA,NA,NA,NA
ENSG00000159231,CBR3,NA,NA,NA,NA,NA,NA
ENSG00000159263,SIM2,NA,NA,NA,NA,NA,NA
ENSG00000157540,DYRK1A,4997,Q13627,INDY,Enzymes,DYRK,Inhibitor
ENSG00000157540,DYRK1A,5088,Q13627,TC-S 7004,Enzymes,DYRK,Inhibitor
ENSG00000157542,KCNJ6,5380,P48051,ML 297,Ion Channels,Inward rectifier Potassium Channels,Activator
ENSG00000157551,KCNJ15,NA,NA,NA,NA,NA,NA
ENSG00000157554,ERG,NA,NA,NA,NA,NA,NA
ENSG00000157557,ETS2,NA,NA,NA,NA,NA,NA
ENSG00000171587,DSCAM,NA,NA,NA,NA,NA,NA
ENSG00000157601,MX1,NA,NA,NA,NA,NA,NA
ENSG00000160179,ABCG1,NA,NA,NA,NA,NA,NA
ENSG00000160191,PDE9A,5915,O76083,PF 04449613,Enzymes,Phosphodiesterases,Inhibitor
ENSG00000142178,SIK1,5413,P57059,WH-4-023,Enzymes,Src Kinases,Inhibitor
ENSG00000142182,DNMT3L,NA,NA,NA,NA,NA,NA
ENSG00000142185,TRPM2,NA,NA,NA,NA,NA,NA
ENSG00000160233,LRRC3,NA,NA,NA,NA,NA,NA
ENSG00000160255,ITGB2,4228,P05107,A 286982,Enzyme-Linked Receptors,Integrins,Inhibitor
ENSG00000160255,ITGB2,4776,P05107,BIRT 377,Enzyme-Linked Receptors,Integrins,Modulator
ENSG00000160255,ITGB2,4970,P05107,BMS 688521,Enzyme-Linked Receptors,Integrins,Inhibitor
ENSG00000182362,YBEY,NA,NA,NA,NA,NA,NA
ENSG00000160307,S100B,NA,NA,NA,NA,NA,NA
ENSG00000160310,PRMT2,NA,NA,NA,NA,NA,NA
ENSG00000130538,OR11H1,NA,NA,NA,NA,NA,NA
ENSG00000093072,ADA2,NA,NA,NA,NA,NA,NA
ENSG00000099954,CECR2,5744,Q9BXF3,NVS-CECR2-1,Cell biology,Bromodomains,Inhibitor
ENSG00000243156,MICAL3,NA,NA,NA,NA,NA,NA
ENSG00000183785,TUBA8,NA,NA,NA,NA,NA,NA
ENSG00000184979,USP18,NA,NA,NA,NA,NA,NA
ENSG00000206203,TSSK2,NA,NA,NA,NA,NA,NA
ENSG00000040608,RTN4R,NA,NA,NA,NA,NA,NA
ENSG00000161133,USP41,NA,NA,NA,NA,NA,NA
ENSG00000277971,AC007731.4,NA,NA,NA,NA,NA,NA
ENSG00000099910,KLHL22,NA,NA,NA,NA,NA,NA
ENSG00000241973,PI4KA,NA,NA,NA,NA,NA,NA
ENSG00000099937,SERPIND1,NA,NA,NA,NA,NA,NA
ENSG00000099957,P2RX6,NA,NA,NA,NA,NA,NA
ENSG00000100030,MAPK1,3706,P28482,FR 180204,Enzymes,ERK,Inhibitor
ENSG00000100030,MAPK1,4465,P28482,TCS ERK 11e,Enzymes,ERK,Inhibitor
ENSG00000100030,MAPK1,5989,P28482,BIRB 796,Enzymes,p38,Inhibitor
ENSG00000100034,PPM1F,NA,NA,NA,NA,NA,NA
ENSG00000100228,RAB36,NA,NA,NA,NA,NA,NA
ENSG00000099953,MMP11,NA,NA,NA,NA,NA,NA
ENSG00000133460,SLC2A11,NA,NA,NA,NA,NA,NA
ENSG00000251357,AP000350.4,NA,NA,NA,NA,NA,NA
ENSG00000240972,MIF,4288,P14174,ISO 1,Cell biology,Cytokines,Inhibitor
ENSG00000240972,MIF,4400,P14174,(+/-)-CPSI 1306,Cell biology,Cytokines,Other
ENSG00000099974,DDTL,NA,NA,NA,NA,NA,NA
ENSG00000099977,DDT,NA,NA,NA,NA,NA,NA
ENSG00000285762,AC253536.7,NA,NA,NA,NA,NA,NA
ENSG00000128271,ADORA2A,1036,P29274,ZM 241385,7-TM Receptors,Adenosine A2A Receptors,Antagonist
ENSG00000128271,ADORA2A,1063,P29274,CGS 21680 hydrochloride,7-TM Receptors,Adenosine A2A Receptors,Agonist
ENSG00000128271,ADORA2A,1691,P29274,NECA,7-TM Receptors,Non-selective Adenosine,Agonist
ENSG00000128271,ADORA2A,2270,P29274,SCH 58261,7-TM Receptors,Adenosine A2A Receptors,Antagonist
ENSG00000128271,ADORA2A,2463,P29274,SCH 442416,7-TM Receptors,Adenosine A2A Receptors,Antagonist
ENSG00000128271,ADORA2A,3136,P29274,2-Chloroadenosine,7-TM Receptors,Non-selective Adenosine,Agonist
ENSG00000128271,ADORA2A,3200,P29274,XAC,7-TM Receptors,Non-selective Adenosine,Antagonist
ENSG00000128271,ADORA2A,3624,P29274,Adenosine,7-TM Receptors,Non-selective Adenosine,Agonist
ENSG00000128271,ADORA2A,3937,P29274,ANR 94,7-TM Receptors,Adenosine A2A Receptors,Antagonist
ENSG00000128271,ADORA2A,4220,P29274,XCC,7-TM Receptors,Non-selective Adenosine,Antagonist
ENSG00000128271,ADORA2A,4334,P29274,PSB 0777 ammonium salt,7-TM Receptors,Adenosine A2A Receptors,Agonist
ENSG00000128271,ADORA2A,4407,P29274,TC-G 1004,7-TM Receptors,Adenosine A2A Receptors,Antagonist
ENSG00000128271,ADORA2A,4603,P29274,LUF 5834,7-TM Receptors,Adenosine A2A Receptors,Agonist
ENSG00000100077,GRK3,5642,P35626,CMPD101,Enzymes,Heterotrimeric G-protein GTPases,Inhibitor
ENSG00000100095,SEZ6L,NA,NA,NA,NA,NA,NA
ENSG00000182944,EWSR1,4067,Q01844,YK 4-279,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor
ENSG00000100276,RASL10A,NA,NA,NA,NA,NA,NA
ENSG00000100314,CABP7,NA,NA,NA,NA,NA,NA
ENSG00000185133,INPP5J,NA,NA,NA,NA,NA,NA
ENSG00000182541,LIMK2,4745,P53671,LIMKi 3,Enzymes,LIMK,Inhibitor
ENSG00000182541,LIMK2,5269,P53671,T 5601640,Enzymes,LIMK,Inhibitor
ENSG00000182541,LIMK2,6273,P53671,CRT 0105950,Enzymes,LIMK,Inhibitor
ENSG00000182541,LIMK2,6899,P53671,TH 257,Enzymes,LIMK,Inhibitor
ENSG00000100292,HMOX1,6119,P09601,OB 24 hydrochloride,Enzymes,Heme Oxygenase,Inhibitor
ENSG00000100302,RASD2,NA,NA,NA,NA,NA,NA
ENSG00000166862,CACNG2,NA,NA,NA,NA,NA,NA
ENSG00000100360,IFT27,NA,NA,NA,NA,NA,NA
ENSG00000278195,SSTR3,NA,NA,NA,NA,NA,NA
ENSG00000128340,RAC2,NA,NA,NA,NA,NA,NA
ENSG00000100055,CYTH4,NA,NA,NA,NA,NA,NA
ENSG00000128310,GALR3,NA,NA,NA,NA,NA,NA
ENSG00000100156,SLC16A8,NA,NA,NA,NA,NA,NA
ENSG00000184381,PLA2G6,NA,NA,NA,NA,NA,NA
ENSG00000213923,CSNK1E,2902,P49674,D 4476,Enzymes,Casein Kinase 1,Inhibitor
ENSG00000213923,CSNK1E,3316,P49674,PF 670462,Enzymes,Casein Kinase 1,Inhibitor
ENSG00000213923,CSNK1E,4281,P49674,PF 4800567 hydrochloride,Enzymes,Casein Kinase 1,Inhibitor
ENSG00000213923,CSNK1E,5329,P49674,CKI 7 dihydrochloride,Enzymes,Casein Kinase 1,Inhibitor
ENSG00000213923,CSNK1E,6340,P49674,Epiblastin A,Enzymes,Casein Kinase 1,Inhibitor
ENSG00000213923,CSNK1E,6346,P49674,PF 5006739,Enzymes,Casein Kinase 1,Inhibitor
ENSG00000283900,TPTEP2-CSNK1E,NA,NA,NA,NA,NA,NA
ENSG00000168135,KCNJ4,NA,NA,NA,NA,NA,NA
ENSG00000100324,TAB1,NA,NA,NA,NA,NA,NA
ENSG00000100346,CACNA1I,2198,Q9P0X4,Mibefradil dihydrochloride,Ion Channels,Cav3.x Channels,Blocker
ENSG00000100346,CACNA1I,6239,Q9P0X4,SAK 3,Ion Channels,Cav3.x Channels,Activator
ENSG00000100346,CACNA1I,6367,Q9P0X4,Z 944,Ion Channels,Cav3.x Channels,Blocker
ENSG00000100346,CACNA1I,6770,Q9P0X4,ABT 639,Ion Channels,Cav3.x Channels,Blocker
ENSG00000100300,TSPO,0456,B1AH88,Chlormezanone,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000100300,TSPO,0554,B1AH88,FG 7142,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000100300,TSPO,0670,B1AH88,PK 11195,Other Pharmacology,Translocator Protein,Ligand
ENSG00000100300,TSPO,1328,B1AH88,Flumazenil,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000100300,TSPO,5281,B1AH88,AC 5216,Other Pharmacology,Translocator Protein,Ligand
ENSG00000196588,MRTFA,5277,Q969V6,CCG 203971,Cell biology,Other Transcription Factors,Other
ENSG00000128285,MCHR1,3347,Q99705,SNAP 94847 hydrochloride,7-TM Receptors,Melanin-concentrating Hormone Receptors,Antagonist
ENSG00000100393,EP300,4891,Q09472,I-CBP 112,Cell biology,Bromodomains,Inhibitor
ENSG00000100393,EP300,6251,Q09472,L Moses dihydrochloride,Cell biology,Bromodomains,Inhibitor
ENSG00000100393,EP300,6387,Q09472,A 485,Enzymes,Histone Acetyltransferases,Inhibitor
ENSG00000198911,SREBF2,4444,Q12772,Fatostatin A,Cell biology,SREBP,Inhibitor
ENSG00000100197,CYP2D6,3417,P10635,CP 99994 dihydrochloride,7-TM Receptors,NK1 Receptor,Antagonist
ENSG00000100197,CYP2D6,3649,P10635,CP 122721 hydrochloride,7-TM Receptors,NK1 Receptor,Antagonist
ENSG00000100197,CYP2D6,4798,P10635,(S)-Duloxetine hydrochloride,Transporters,5-HT Transporters,Inhibitor
ENSG00000205702,CYP2D7,NA,NA,NA,NA,NA,NA
ENSG00000183569,SERHL2,NA,NA,NA,NA,NA,NA
ENSG00000242247,ARFGAP3,NA,NA,NA,NA,NA,NA
ENSG00000186951,PPARA,1312,Q07869,WY 14643,Nuclear Receptors,PPARalpha Receptors,Agonist
ENSG00000186951,PPARA,1677,Q07869,GW 7647,Nuclear Receptors,PPARalpha Receptors,Agonist
ENSG00000186951,PPARA,4190,Q07869,CP 775146,Nuclear Receptors,PPARalpha Receptors,Agonist
ENSG00000186951,PPARA,4618,Q07869,GW 6471,Nuclear Receptors,PPARalpha Receptors,Antagonist
ENSG00000186951,PPARA,5325,Q07869,Rosiglitazone,Nuclear Receptors,PPARgamma Receptors,Agonist
ENSG00000130943,PKDREJ,NA,NA,NA,NA,NA,NA
ENSG00000100422,CERK,NA,NA,NA,NA,NA,NA
ENSG00000100425,BRD1,5970,O95696,BAY 299,Cell biology,Bromodomains,Inhibitor
ENSG00000198355,PIM3,NA,NA,NA,NA,NA,NA
ENSG00000073150,PANX2,NA,NA,NA,NA,NA,NA
ENSG00000100429,HDAC10,4652,Q969S8,SAHA,Enzymes,Non-selective HDACs,Inhibitor
ENSG00000188130,MAPK12,1202,P53778,SB 203580,Enzymes,p38,Inhibitor
ENSG00000188130,MAPK12,5989,P53778,BIRB 796,Enzymes,p38,Inhibitor
ENSG00000188130,MAPK12,6793,P53778,Dasatinib,Enzymes,Src Kinases,Inhibitor
ENSG00000185386,MAPK11,1202,Q15759,SB 203580,Enzymes,p38,Inhibitor
ENSG00000185386,MAPK11,1264,Q15759,SB 202190,Enzymes,p38,Inhibitor
ENSG00000185386,MAPK11,5866,Q15759,PH 797804,Enzymes,p38,Inhibitor
ENSG00000185386,MAPK11,5989,Q15759,BIRB 796,Enzymes,p38,Inhibitor
ENSG00000130487,KLHDC7B,NA,NA,NA,NA,NA,NA
ENSG00000205560,CPT1B,5166,Q92523,Perhexiline maleate,Enzymes,Other Transferases,Inhibitor
ENSG00000079974,RABL2B,NA,NA,NA,NA,NA,NA
ENSG00000134121,CHL1,NA,NA,NA,NA,NA,NA
ENSG00000134115,CNTN6,NA,NA,NA,NA,NA,NA
ENSG00000144619,CNTN4,NA,NA,NA,NA,NA,NA
ENSG00000091181,IL5RA,NA,NA,NA,NA,NA,NA
ENSG00000134108,ARL8B,NA,NA,NA,NA,NA,NA
ENSG00000196277,GRM7,2385,Q14831,AMN 082 dihydrochloride,7-TM Receptors,Glutamate (Metabotropic) Group III Receptors,Agonist
ENSG00000196277,GRM7,5715,Q14831,(+/-)-ADX 71743,7-TM Receptors,Glutamate (Metabotropic) Group III Receptors,Modulator
ENSG00000196277,GRM7,6893,Q14831,VU 6005649,7-TM Receptors,Glutamate (Metabotropic) Group III Receptors,Modulator
ENSG00000180914,OXTR,4625,P30559,TC OT 39,7-TM Receptors,Oxytocin Receptors,Agonist
ENSG00000156983,BRPF1,6198,P55201,GSK 6853,Cell biology,Bromodomains,Inhibitor
ENSG00000134072,CAMK1,NA,NA,NA,NA,NA,NA
ENSG00000134086,VHL,6156,P40337,VH 298,Enzymes,Ubiquitin E3 Ligases,Inhibitor
ENSG00000134070,IRAK2,NA,NA,NA,NA,NA,NA
ENSG00000157087,ATP2B2,NA,NA,NA,NA,NA,NA
ENSG00000132164,SLC6A11,NA,NA,NA,NA,NA,NA
ENSG00000157103,SLC6A1,1081,P30531,SKF 89976A hydrochloride,Transporters,GABA Transporters,Inhibitor
ENSG00000157103,SLC6A1,1296,P30531,CI 966 hydrochloride,Transporters,GABA Transporters,Inhibitor
ENSG00000157103,SLC6A1,1779,P30531,NNC 711,Transporters,GABA Transporters,Inhibitor
ENSG00000157103,SLC6A1,4256,P30531,Tiagabine hydrochloride,Transporters,GABA Transporters,Inhibitor
